SampleID,RNA-Seq_Sample_Preparation,RNA-Seq_Sequencing_Machine,RNA-Seq_Library_Selection,RNA-Seq_Sequencing_Approach,RNA-Seq_ReadLength_bp,RNA-Seq_StrandedAnalysis_InferExperiment_PeSense,RNA-Seq_StrandedAnalysis_InferExperiment_AntiSense,RNA-Seq_StrandedAnalysis_InferExperiment_Failed,RNA-Seq_Predicted_Strandness_InferExperiment
SJBALL031044_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031048_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031052_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031057_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031058_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031069_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031073_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031074_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031076_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031079_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031094_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031099_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031115_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031116_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031122_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031123_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031128_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBALL031144_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030368_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030377_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030427_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030439_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030460_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030470_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030477_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030484_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030581_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030587_D1,Fresh/Frozen,"NextSeq,HiSeq4000",Total_RNA,Paired_End,126,,,,Undetermined
SJBT030631_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030647_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030672_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030677_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030707_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030763_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJBT030764_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030800_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030809_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030811_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030826_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030834_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030896_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030896_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030913_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030978_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030982_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJBT030997_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT031024_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT031025_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT031045_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT031135_D1,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJBT031136_D1,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJCML030409_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJDSRCT030490_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJDSRCT030722_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030367_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030391_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030486_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030580_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030600_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030743_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030745_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030784_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030791_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030833_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030854_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030908_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030930_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030948_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD030950_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031010_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031078_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031078_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEPD031129_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030405_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030565_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030952_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS030998_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS031029_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJEWS031083_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030230_R1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030374_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030465_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030497_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030514_R1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030544_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030544_D2,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030578_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030665_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030670_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030671_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030673_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030703_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030703_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030738_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030775_D2,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030895_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030960_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG030964_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG031038_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG031040_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG031097_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHGG031140_D1,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030369_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030441_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030500_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030615_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030660_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJHM030702_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030702_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM030817_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJHM031090_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJHM031092_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030417_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030496_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030599_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030611_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030611_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030664_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030687_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030715_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030728_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030729_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030736_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030788_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030818_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030866_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030867_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030874_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030938_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG030959_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJLGG031050_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030114_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030352_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030357_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030364_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030453_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030498_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030530_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030557_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030582_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030608_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030610_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030620_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030744_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030748_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030757_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030785_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030790_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030825_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030910_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030910_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB030915_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031016_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031041_D2,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJMB031110_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMDS030661_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMDS031037_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030083_R2,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030083_R3,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030473_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030508_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJMEL030604_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030452_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030513_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030555_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030641_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030721_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030749_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030758_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030793_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030793_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030810_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030810_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030820_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030842_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030875_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030882_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030917_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030925_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030955_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL030995_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL031046_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL031053_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL031070_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJNBL031145_D1,Fresh/Frozen,NovaSeq6000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030101_R1,unknown,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030371_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030422_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030591_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030597_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030605_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030645_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030648_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030759_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030876_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030876_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS030969_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS031071_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJOS031125_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJOS031130_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030402_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030403_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030408_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030485_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030518_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRB030626_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030421_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030451_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030476_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030495_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030538_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030549_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030549_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030680_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030765_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030787_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJRHB030819_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB031059_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB031084_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJRHB031117_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030137_R1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030372_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030375_R1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030375_R2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030380_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030381_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030383_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030383_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030420_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030425_R1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030447_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJST030456_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030483_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030526_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030529_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030531_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030564_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030573_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030602_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030609_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030619_D1,Fresh/Frozen,NextSeq,Total_RNA,Paired_End,126,,,,Undetermined
SJST030633_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030633_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030634_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030638_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030676_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030678_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030705_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030730_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030732_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030768_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030783_D1,Fresh/Frozen,"HiSeq4000,NextSeq",Total_RNA,Paired_End,126,,,,Undetermined
SJST030870_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030873_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030890_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030890_D2,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030890_D3,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030909_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030918_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030929_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030953_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030954_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030965_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
SJST030970_D1,Fresh/Frozen,HiSeq4000,Total_RNA,Paired_End,126,,,,Undetermined
