KEY,Study,SampleID,SequencingType,SampleSequencing,BamFile,SampleTypeAbbreviation,SampleTypeDescription,Sample_Preparation,SamplePreservativeDesignationReason,SequencingMachineIDs,Sequencing_Machine,Library_Selection,Sequencing_Approach,Lab_Reported_Strandedness,Sequencing_Protocol,SequencingProtocolDesignationReason,ReadLength_bp,Protocol,StrandedAnalysis_InferExperiment_PeSense,StrandedAnalysis_InferExperiment_AntiSense,StrandedAnalysis_InferExperiment_Failed,Predicted Strandness via InferExperiment,KeepOrExclude,Reason for Decision
PCGP_SJPHALL020043_D1,PCGP,SJPHALL020043_D1,RNA-Seq,SJPHALL020043_D1.RNA-Seq,SJPHALL020043_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4477,0.4507,0.1016,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020044_D1,PCGP,SJPHALL020044_D1,RNA-Seq,SJPHALL020044_D1.RNA-Seq,SJPHALL020044_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4709,0.4723,0.0568,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020046_D1,PCGP,SJPHALL020046_D1,RNA-Seq,SJPHALL020046_D1.RNA-Seq,SJPHALL020046_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4777,0.4798,0.0425,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL020047_D1,PCGP,SJPHALL020047_D1,RNA-Seq,SJPHALL020047_D1.RNA-Seq,SJPHALL020047_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1188,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4719,0.4719,0.0562,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL021_D,PCGP,SJPHALL021_D,RNA-Seq,SJPHALL021_D.RNA-Seq,SJPHALL021_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4782,0.4777,0.0442,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL026_D,PCGP,SJPHALL026_D,RNA-Seq,SJPHALL026_D.RNA-Seq,SJPHALL026_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4757,0.4749,0.0494,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJPHALL029_D,PCGP,SJPHALL029_D,RNA-Seq,SJPHALL029_D.RNA-Seq,SJPHALL029_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4836,0.4844,0.032,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJPHCML030001_D1,Clinical Pilot,SJPHCML030001_D1,RNA-Seq,SJPHCML030001_D1.RNA-Seq,SJPHCML030001_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0213,0.946,0.0327,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJPML030005_D1,Clinical Pilot,SJPML030005_D1,RNA-Seq,SJPML030005_D1.RNA-Seq,SJPML030005_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0149,0.932,0.0531,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRB001130_M1,PCGP,SJRB001130_M1,RNA-Seq,SJRB001130_M1.RNA-Seq,SJRB001130_M1.RNA-Seq.bam,M1,METASTATIC,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,"HWI-ST1199,HWI-ST988",HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4763,0.4792,0.0445,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJRB002_D,Clinical Pilot,SJRB002_D,RNA-Seq,SJRB002_D.RNA-Seq,SJRB002_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0561,0.9046,0.0393,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRB003_D,PCGP,SJRB003_D,RNA-Seq,SJRB003_D.RNA-Seq,SJRB003_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1672_3,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4663,0.4593,0.0743,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
G4K_SJRB030050_D1,G4K,SJRB030050_D1,RNA-Seq,SJRB030050_D1.RNA-Seq,SJRB030050_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0464,0.8951,0.0585,Stranded-Reverse,KEEP,
G4K_SJRB030065_D1,G4K,SJRB030065_D1,RNA-Seq,SJRB030065_D1.RNA-Seq,SJRB030065_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.1114,0.8357,0.0529,Stranded-Reverse,KEEP,
G4K_SJRB030141_D1,G4K,SJRB030141_D1,RNA-Seq,SJRB030141_D1.RNA-Seq,SJRB030141_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.4801,0.4861,0.0337,Strandedness unclear,EXCLUDE,Strandness unclear
G4K_SJRB030149_D1,G4K,SJRB030149_D1,RNA-Seq,SJRB030149_D1.RNA-Seq,SJRB030149_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",HWI-D00559,HiSeq2500,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0288,0.9073,0.0639,Stranded-Reverse,KEEP,
G4K_SJRB030178_D1,G4K,SJRB030178_D1,RNA-Seq,SJRB030178_D1.RNA-Seq,SJRB030178_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00258,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.1559,0.7976,0.0466,Stranded-Reverse,KEEP,
G4K_SJRB030188_D1,G4K,SJRB030188_D1,RNA-Seq,SJRB030188_D1.RNA-Seq,SJRB030188_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0744,0.8673,0.0583,Stranded-Reverse,KEEP,
G4K_SJRB030197_D1,G4K,SJRB030197_D1,RNA-Seq,SJRB030197_D1.RNA-Seq,SJRB030197_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0552,0.8881,0.0567,Stranded-Reverse,KEEP,
G4K_SJRB030199_D1,G4K,SJRB030199_D1,RNA-Seq,SJRB030199_D1.RNA-Seq,SJRB030199_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00329,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0417,0.9015,0.0568,Stranded-Reverse,KEEP,
G4K_SJRB030240_D1,G4K,SJRB030240_D1,RNA-Seq,SJRB030240_D1.RNA-Seq,SJRB030240_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""","K00329,NS500229","HiSeq4000,NextSeq",Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.1947,0.7512,0.054,Strandedness unclear,EXCLUDE,Strandness unclear
G4K_SJRB030252_D1,G4K,SJRB030252_D1,RNA-Seq,SJRB030252_D1.RNA-Seq,SJRB030252_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0265,0.9104,0.0631,Stranded-Reverse,KEEP,
G4K_SJRB030289_D1,G4K,SJRB030289_D1,RNA-Seq,SJRB030289_D1.RNA-Seq,SJRB030289_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00326,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.254,0.7136,0.0324,Strandedness unclear,EXCLUDE,Strandness unclear
G4K_SJRB030304_D1,G4K,SJRB030304_D1,RNA-Seq,SJRB030304_D1.RNA-Seq,SJRB030304_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.0569,0.89,0.0531,Stranded-Reverse,KEEP,
G4K_SJRB030317_D1,G4K,SJRB030317_D1,RNA-Seq,SJRB030317_D1.RNA-Seq,SJRB030317_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,0.4054,0.5568,0.0378,Strandedness unclear,EXCLUDE,Strandness unclear
RTCG_SJRB030402_D1,RTCG,SJRB030402_D1,RNA-Seq,SJRB030402_D1.RNA-Seq,SJRB030402_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJRB030403_D1,RTCG,SJRB030403_D1,RNA-Seq,SJRB030403_D1.RNA-Seq,SJRB030403_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJRB030408_D1,RTCG,SJRB030408_D1,RNA-Seq,SJRB030408_D1.RNA-Seq,SJRB030408_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJRB030485_D1,RTCG,SJRB030485_D1,RNA-Seq,SJRB030485_D1.RNA-Seq,SJRB030485_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",NS500229,NextSeq,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJRB030518_D1,RTCG,SJRB030518_D1,RNA-Seq,SJRB030518_D1.RNA-Seq,SJRB030518_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00309,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
RTCG_SJRB030626_D1,RTCG,SJRB030626_D1,RNA-Seq,SJRB030626_D1.RNA-Seq,SJRB030626_D1.RNA-Seq.bam,D1,DIAGNOSIS,Fresh/Frozen,"Michael Rusch, Joy Nakitandwe worksheet ""ClinGen_G4K rPreserv Protocol""",K00327,HiSeq4000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,,126,Total_Stranded_Paired_End_126,,,,Not Available,KEEP,
Clinical Pilot_SJRB031_D,Clinical Pilot,SJRB031_D,RNA-Seq,SJRB031_D.RNA-Seq,SJRB031_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0397,0.9125,0.0478,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJRB051_D,Clinical Pilot,SJRB051_D,RNA-Seq,SJRB051_D.RNA-Seq,SJRB051_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HISEQ,HiSeq2000,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0629,0.8864,0.0507,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB001_D,PCGP,SJRHB001_D,RNA-Seq,SJRHB001_D.RNA-Seq,SJRHB001_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1680_6,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4676,0.4651,0.0673,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB002_D,PCGP,SJRHB002_D,RNA-Seq,SJRHB002_D.RNA-Seq,SJRHB002_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,"HWUSI-EAS1672,HWUSI-EAS1680",GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4761,0.4647,0.0592,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB003_D,PCGP,SJRHB003_D,RNA-Seq,SJRHB003_D.RNA-Seq,SJRHB003_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST988,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4757,0.4764,0.0479,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB004_D,PCGP,SJRHB004_D,RNA-Seq,SJRHB004_D.RNA-Seq,SJRHB004_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,"HWUSI-EAS1672,HWUSI-EAS1680",GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4554,0.4498,0.0948,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB005_D,PCGP,SJRHB005_D,RNA-Seq,SJRHB005_D.RNA-Seq,SJRHB005_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,"HWUSI-EAS1680_10,HWUSI-EAS1714_15",GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4737,0.4651,0.0613,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB006_D,PCGP,SJRHB006_D,RNA-Seq,SJRHB006_D.RNA-Seq,SJRHB006_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1714_15,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.487,0.4698,0.0432,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJRHB007_D,Clinical Pilot,SJRHB007_D,RNA-Seq,SJRHB007_D.RNA-Seq,SJRHB007_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HWUSI-EAS1680_6,GAIIX,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.024,0.9309,0.0451,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB007_D,PCGP,SJRHB007_D,RNA-Seq,SJRHB007_D.RNA-Seq,SJRHB007_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.472,0.4642,0.0637,Unstranded,EXCLUDE,Repeat patient sample sequenced in Clinical Pilot Study
PCGP_SJRHB008_D,PCGP,SJRHB008_D,RNA-Seq,SJRHB008_D.RNA-Seq,SJRHB008_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1680_6,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4738,0.4585,0.0678,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB009_D,PCGP,SJRHB009_D,RNA-Seq,SJRHB009_D.RNA-Seq,SJRHB009_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1672_5,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4618,0.4614,0.0769,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
Clinical Pilot_SJRHB010_D,Clinical Pilot,SJRHB010_D,RNA-Seq,SJRHB010_D.RNA-Seq,SJRHB010_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,"Rusch et al., Nat. Comm. 2018; Verbal confirmation from Joy via conversation with Delaram about all Clinical Pilot studies",HWUSI-EAS1672,GAIIX,Total_RNA,Paired_End,Stranded-Reverse,Total_Stranded_Paired_End,"Rusch et al., Nat. Comm. 2018",101,Total_Stranded_Paired_End_101,0.0187,0.9246,0.0567,Stranded-Reverse,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB010_D,PCGP,SJRHB010_D,RNA-Seq,SJRHB010_D.RNA-Seq,SJRHB010_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HISEQ,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4728,0.4642,0.063,Unstranded,EXCLUDE,Repeat patient sample sequenced in Clinical Pilot Study
PCGP_SJRHB011_D,PCGP,SJRHB011_D,RNA-Seq,SJRHB011_D.RNA-Seq,SJRHB011_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWUSI-EAS1672,GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4781,0.4678,0.0541,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
PCGP_SJRHB011_X,PCGP,SJRHB011_X,RNA-Seq,SJRHB011_X.RNA-Seq,SJRHB011_X.RNA-Seq.bam,X,XENOGRAFT,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4721,0.4658,0.0621,Unstranded,EXCLUDE,this is a xenograft
PCGP_SJRHB011_Y,PCGP,SJRHB011_Y,RNA-Seq,SJRHB011_Y.RNA-Seq,SJRHB011_Y.RNA-Seq.bam,Y,XENOGRAFT,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,HWI-ST1199,HiSeq2000,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4841,0.4742,0.0417,Unstranded,EXCLUDE,this is a xenograft
PCGP_SJRHB012_D,PCGP,SJRHB012_D,RNA-Seq,SJRHB012_D.RNA-Seq,SJRHB012_D.RNA-Seq.bam,D,DIAGNOSIS,Fresh/Frozen,Not flagged as FFPE or Target Enriched in John Easton Worksheet so assume is Fresh/Frozen,"HWUSI-EAS1714,HWUSI-EAS1672",GAIIX,PolyA,Paired_End,Unstranded,PolyA_Unstranded_Paired_End,Discussion with John Easton,101,PolyA_Unstranded_Paired_End_101,0.4487,0.4469,0.1044,Unstranded,KEEP,"Okay according to Sequencing Machine, Read Length Distribution, Fresh/Frozen sample, Strandness Distribution"
